CVE_ID,Tag,iscore,,cvss
CVE-2023-48730,xss,7,,8.5
CVE-2023-48732,directory traversal,2,,4.3
CVE-2023-48783,directory traversal,2,,5.4
CVE-2023-48864,cookie injection,1,,7.5
CVE-2023-48909,directory traversal,2,,8.8
CVE-2023-49098,directory traversal,2,,3.5
CVE-2023-49099,log forging,3,,3.1
CVE-2023-49121,directory traversal,2,,7.8
CVE-2023-49122,directory traversal,2,,7.8
CVE-2023-49123,directory traversal,2,,7.8
CVE-2023-49124,directory traversal,2,,7.8
CVE-2023-49126,directory traversal,2,,7.8
CVE-2023-49127,directory traversal,2,,7.8
CVE-2023-49128,directory traversal,2,,7.8
CVE-2023-49129,directory traversal,2,,7.8
CVE-2023-49130,directory traversal,2,,7.8
CVE-2023-49131,directory traversal,2,,7.8
CVE-2023-49132,directory traversal,2,,7.8
CVE-2023-49135,directory traversal,2,,4
CVE-2023-49142,directory traversal,2,,4
CVE-2023-49235,directory traversal,2,,9.8
CVE-2023-49236,directory traversal,2,,9.8
CVE-2023-49237,cookie injection,1,,9.8
CVE-2023-49238,log forging,3,,9.8
CVE-2023-4925,directory traversal,2,,4.8
CVE-2023-49251,log forging,3,,8.8
CVE-2023-49252,log forging,3,,7.5
CVE-2023-49253,directory traversal,2,,9.8
CVE-2023-49254,directory traversal,2,,8.8
CVE-2023-49255,log forging,3,,9.8
CVE-2023-49256,directory traversal,2,,7.5
CVE-2023-49257,directory traversal,2,,8.8
CVE-2023-49258,cookie injection,1,,6.1
CVE-2023-49259,cookie injection,1,,7.5
CVE-2023-49260,directory traversal,2,,6.1
CVE-2023-49261,log forging,3,,7.5
CVE-2023-49262,directory traversal,2,,9.8
CVE-2023-49295,directory traversal,2,,6.4
CVE-2023-49394,directory traversal,2,,6.1
CVE-2023-49427,log forging,3,,7.5
CVE-2023-49442,directory traversal,2,,9.8
CVE-2023-49471,directory traversal,2,,8.8
CVE-2023-49549,log forging,3,,7.5
CVE-2023-49550,log forging,3,,7.5
CVE-2023-49551,log forging,3,,7.5
CVE-2023-49552,log forging,3,,7.5
CVE-2023-49553,log forging,3,,7.5
CVE-2023-49554,log forging,3,,5.5
CVE-2023-49555,log forging,3,,5.5
CVE-2023-49556,log forging,3,,5.5
CVE-2023-49557,log forging,3,,5.5
CVE-2023-49558,log forging,3,,5.5
CVE-2023-49589,directory traversal,2,,8.8
CVE-2023-49599,log forging,3,,9.8
CVE-2023-4960,cookie injection,1,,6.4
CVE-2023-49619,rce,5,,3.1
CVE-2023-4962,cookie injection,1,,6.4
CVE-2023-49621,directory traversal,2,,9.8
CVE-2023-49622,rce,5,,9.8
CVE-2023-49624,rce,5,,9.8
CVE-2023-49625,rce,5,,9.8
CVE-2023-49633,rce,5,,9.8
CVE-2023-49639,rce,5,,9.8
CVE-2023-49647,directory traversal,2,,8.8
CVE-2023-49658,rce,5,,9.8
CVE-2023-49665,rce,5,,9.8
CVE-2023-49666,rce,5,,9.8
CVE-2023-49715,directory traversal,2,,4.3
CVE-2023-49722,directory traversal,2,,8.3
CVE-2023-49738,directory traversal,2,,7.5
CVE-2023-49794,log forging,3,,6.7
CVE-2023-49801,log forging,3,,4.2
CVE-2023-49810,log forging,3,,7.3
CVE-2023-49862,directory traversal,2,,6.5
CVE-2023-49863,directory traversal,2,,6.5
CVE-2023-49864,directory traversal,2,,6.5
CVE-2023-49961,directory traversal,2,,7.5
CVE-2023-50019,directory traversal,2,,5.9
CVE-2023-50020,directory traversal,2,,7.5
CVE-2023-50027,directory traversal,2,,9.8
CVE-2023-50072,directory traversal,2,,5.4
CVE-2023-50082,log forging,3,,7.5
CVE-2023-50090,directory traversal,2,,9.8
CVE-2023-50092,directory traversal,2,,6.1
CVE-2023-50093,directory traversal,2,,6.1
CVE-2023-50094,directory traversal,2,,8.8
CVE-2023-50096,directory traversal,2,,7.5
CVE-2023-50120,directory traversal,2,,5.5
CVE-2023-50121,log forging,3,,5.7
CVE-2023-50123,rce,5,,8.1
CVE-2023-50124,directory traversal,2,,6.8
CVE-2023-50125,directory traversal,2,,5.9
CVE-2023-50126,directory traversal,2,,6.5
CVE-2023-50127,directory traversal,2,,5.9
CVE-2023-50128,directory traversal,2,,5.3
CVE-2023-50129,directory traversal,2,,6.5
CVE-2023-50136,directory traversal,2,,5.4
CVE-2023-50159,directory traversal,2,,8.8
CVE-2023-50162,cookie injection,1,,7.2
CVE-2023-50172,directory traversal,2,,5.3
CVE-2023-50253,log forging,3,,9.6
CVE-2023-50256,rce,5,,7.5
CVE-2023-50290,directory traversal,2,,6.5
CVE-2023-50333,directory traversal,2,,3.7
CVE-2023-50341,directory traversal,2,,7.6
CVE-2023-50342,directory traversal,2,,7.1
CVE-2023-50343,directory traversal,2,,8.3
CVE-2023-50344,directory traversal,2,,5.4
CVE-2023-50345,directory traversal,2,,3.7
CVE-2023-50346,directory traversal,2,,3.1
CVE-2023-50348,directory traversal,2,,3.1
CVE-2023-50350,directory traversal,2,,8.2
CVE-2023-50351,directory traversal,2,,8.2
CVE-2023-50585,directory traversal,2,,9.8
CVE-2023-50609,xss,7,,6.1
CVE-2023-50612,directory traversal,2,,7.8
CVE-2023-50630,xss,7,,6.1
CVE-2023-50643,directory traversal,2,,9.8
CVE-2023-50671,directory traversal,2,,7.8
CVE-2023-50711,directory traversal,2,,5.7
CVE-2023-50729,rce,5,,8.4
CVE-2023-50743,rce,5,,9.8
CVE-2023-50752,log forging,3,,9.8
CVE-2023-50753,rce,5,,9.8
CVE-2023-50760,directory traversal,2,,8.8
CVE-2023-50862,rce,5,,9.8
CVE-2023-50863,rce,5,,9.8
CVE-2023-50864,rce,5,,9.8
CVE-2023-50865,rce,5,,9.8
CVE-2023-50866,log forging,3,,9.8
CVE-2023-50867,rce,5,,9.8
CVE-2023-5091,directory traversal,2,,5.5
CVE-2023-50916,rce,5,,7.2
CVE-2023-50919,directory traversal,2,,9.8
CVE-2023-50920,directory traversal,2,,5.5
CVE-2023-50921,directory traversal,2,,9.8
CVE-2023-50922,cookie injection,1,,7.2
CVE-2023-50930,log forging,3,,8.3
CVE-2023-50931,log forging,3,,8.3
CVE-2023-50932,log forging,3,,8.3
CVE-2023-50948,rce,5,,6.5
CVE-2023-50974,log forging,3,,5.5
CVE-2023-50982,directory traversal,2,,9
CVE-2023-50991,log forging,3,,7.5
CVE-2023-51062,log forging,3,,5.3
CVE-2023-51063,directory traversal,2,,8.8
CVE-2023-51064,directory traversal,2,,6.1
CVE-2023-51065,directory traversal,2,,7.5
CVE-2023-51066,directory traversal,2,,8.8
CVE-2023-51067,xss,7,,6.1
CVE-2023-51068,xss,7,,5.4
CVE-2023-51070,directory traversal,2,,7.5
CVE-2023-51071,directory traversal,2,,6.5
CVE-2023-51073,directory traversal,2,,8.1
CVE-2023-51123,directory traversal,2,,9.8
CVE-2023-51126,cookie injection,1,,9.8
CVE-2023-51127,directory traversal,2,,7.5
CVE-2023-51154,directory traversal,2,,9.8
CVE-2023-51246,rce,5,,5.4
CVE-2023-51252,directory traversal,2,,5.4
CVE-2023-51277,directory traversal,2,,9.8
CVE-2023-51350,xss,7,,9.8
CVE-2023-5138,directory traversal,2,,6.8
CVE-2023-51406,directory traversal,2,,5.3
CVE-2023-51408,rce,5,,5.3
CVE-2023-51438,directory traversal,2,,10
CVE-2023-51439,directory traversal,2,,7.8
CVE-2023-51490,directory traversal,2,,5.3
CVE-2023-51502,rce,5,,7.5
CVE-2023-51508,directory traversal,2,,5.3
CVE-2023-51535,directory traversal,2,,4.3
CVE-2023-51538,directory traversal,2,,4.3
CVE-2023-51539,directory traversal,2,,4.3
CVE-2023-51652,rce,5,,6.1
CVE-2023-51668,directory traversal,2,,4.3
CVE-2023-51673,directory traversal,2,,5.4
CVE-2023-51678,rce,5,,4.3
CVE-2023-51698,directory traversal,2,,9.6
CVE-2023-51701,directory traversal,2,,5.3
CVE-2023-51717,directory traversal,2,,9.8
CVE-2023-51744,log forging,3,,3.3
CVE-2023-51745,directory traversal,2,,7.8
CVE-2023-51746,directory traversal,2,,7.8
CVE-2023-51748,directory traversal,2,,8.8
CVE-2023-51749,directory traversal,2,,8.8
CVE-2023-51750,directory traversal,2,,4.6
CVE-2023-51751,directory traversal,2,,6.8
CVE-2023-51780,directory traversal,2,,7
CVE-2023-51781,directory traversal,2,,7
CVE-2023-51782,directory traversal,2,,7
CVE-2023-51790,directory traversal,2,,6.1
CVE-2023-51804,directory traversal,2,,7.5
CVE-2023-51805,sql injection,1,,6.5
CVE-2023-51806,directory traversal,2,,5.4
CVE-2023-51812,directory traversal,2,,9.8
CVE-2023-51949,directory traversal,2,,8.8
CVE-2023-51952,directory traversal,2,,9.8
CVE-2023-51953,directory traversal,2,,9.8
CVE-2023-51954,directory traversal,2,,9.8
CVE-2023-51955,directory traversal,2,,9.8
CVE-2023-51956,directory traversal,2,,9.8
CVE-2023-51957,directory traversal,2,,9.8
CVE-2023-51958,directory traversal,2,,9.8
CVE-2023-51959,directory traversal,2,,9.8
CVE-2023-51960,directory traversal,2,,9.8
CVE-2023-51961,directory traversal,2,,9.8
CVE-2023-51962,directory traversal,2,,9.8
CVE-2023-51963,directory traversal,2,,9.8
CVE-2023-51964,directory traversal,2,,9.8
CVE-2023-51965,directory traversal,2,,9.8
CVE-2023-51966,directory traversal,2,,9.8
CVE-2023-51967,directory traversal,2,,9.8
CVE-2023-51968,directory traversal,2,,9.8
CVE-2023-51969,directory traversal,2,,9.8
CVE-2023-51970,directory traversal,2,,9.8
CVE-2023-51971,directory traversal,2,,9.8
CVE-2023-51972,cookie injection,1,,9.8
CVE-2023-51978,directory traversal,2,,6.5
CVE-2023-51984,cookie injection,1,,9.8
CVE-2023-51987,log forging,3,,9.8
CVE-2023-51989,log forging,3,,9.8
CVE-2023-52026,directory traversal,2,,9.8
CVE-2023-52027,directory traversal,2,,9.8
CVE-2023-52028,directory traversal,2,,9.8
CVE-2023-52029,directory traversal,2,,9.8
CVE-2023-52030,directory traversal,2,,9.8
CVE-2023-52031,directory traversal,2,,9.8
CVE-2023-52032,directory traversal,2,,9.8
CVE-2023-52064,cookie injection,1,,9.8
CVE-2023-52072,directory traversal,2,,8.8
CVE-2023-52073,directory traversal,2,,8.8
CVE-2023-52074,directory traversal,2,,8.8
CVE-2023-52119,directory traversal,2,,4.3
CVE-2023-52120,directory traversal,2,,5.4
CVE-2023-52121,directory traversal,2,,5.4
CVE-2023-52122,directory traversal,2,,4.3
CVE-2023-52123,directory traversal,2,,4.3
CVE-2023-52124,directory traversal,2,,6.5
CVE-2023-52125,directory traversal,2,,6.5
CVE-2023-52126,directory traversal,2,,5.3
CVE-2023-52127,rce,5,,4.3
CVE-2023-52128,directory traversal,2,,4.3
CVE-2023-52129,directory traversal,2,,6.3
CVE-2023-52130,directory traversal,2,,4.3
CVE-2023-52136,directory traversal,2,,4.3
CVE-2023-52142,directory traversal,2,,7.6
CVE-2023-52143,directory traversal,2,,7.5
CVE-2023-52145,directory traversal,2,,4.3
CVE-2023-52146,directory traversal,2,,5.3
CVE-2023-52148,directory traversal,2,,5.3
CVE-2023-52149,directory traversal,2,,5.4
CVE-2023-52150,directory traversal,2,,8.8
CVE-2023-52151,directory traversal,2,,5.3
CVE-2023-52178,directory traversal,2,,6.5
CVE-2023-52184,directory traversal,2,,4.3
CVE-2023-52190,directory traversal,2,,7.5
CVE-2023-52196,directory traversal,2,,7.1
CVE-2023-52197,directory traversal,2,,5.9
CVE-2023-52198,directory traversal,2,,6.5
CVE-2023-52200,directory traversal,2,,9.6
CVE-2023-52201,directory traversal,2,,7.6
CVE-2023-52202,directory traversal,2,,9.1
CVE-2023-52203,directory traversal,2,,5.9
CVE-2023-52204,directory traversal,2,,8.5
CVE-2023-52205,directory traversal,2,,9.1
CVE-2023-52206,directory traversal,2,,7.7
CVE-2023-52207,directory traversal,2,,9.1
CVE-2023-52208,directory traversal,2,,5.3
CVE-2023-52213,directory traversal,2,,7.1
CVE-2023-52215,rce,5,,9.3
CVE-2023-52216,directory traversal,2,,4.3
CVE-2023-52218,rce,5,,10
CVE-2023-52219,directory traversal,2,,9.9
CVE-2023-52222,rce,5,,4.3
CVE-2023-52225,directory traversal,2,,10
CVE-2023-52271,directory traversal,2,,6.5
CVE-2023-52274,directory traversal,2,,6.1
CVE-2023-52288,directory traversal,2,,7.5
CVE-2023-52289,directory traversal,2,,7.5
CVE-2023-52302,log forging,3,,4.7
CVE-2023-52303,log forging,3,,4.7
CVE-2023-52304,log forging,3,,8.2
CVE-2023-52305,log forging,3,,4.7
CVE-2023-52306,log forging,3,,4.7
CVE-2023-52307,log forging,3,,8.2
CVE-2023-52308,log forging,3,,4.7
CVE-2023-52309,log forging,3,,8.2
CVE-2023-52310,cookie injection,1,,9.6
CVE-2023-52311,cookie injection,1,,9.6
CVE-2023-52312,log forging,3,,4.7
CVE-2023-52313,log forging,3,,4.7
CVE-2023-52314,cookie injection,1,,9.6
CVE-2023-52322,directory traversal,2,,6.1
CVE-2023-52323,directory traversal,2,,5.9
CVE-2023-52339,directory traversal,2,,6.5
CVE-2023-5235,log forging,3,,8.8
CVE-2023-5253,directory traversal,2,,5.3
CVE-2023-5347,directory traversal,2,,9.8
CVE-2023-5356,directory traversal,2,,7.3
CVE-2023-5376,directory traversal,2,,8.6
CVE-2023-5448,log forging,3,,8.8
CVE-2023-5455,cookie injection,1,,6.5
CVE-2023-5504,directory traversal,2,,8.7
CVE-2023-5691,cookie injection,1,,4.4
CVE-2023-5770,cookie injection,1,,5.3
CVE-2023-5877,directory traversal,2,,9.8
CVE-2023-5879,directory traversal,2,,6.8
CVE-2023-5880,cookie injection,1,,8.8
CVE-2023-5881,directory traversal,2,,8.2
CVE-2023-5905,log forging,3,,8.1
CVE-2023-5911,directory traversal,2,,4.8
CVE-2023-5957,log forging,3,,7.2
CVE-2023-6000,cookie injection,1,,6.1
CVE-2023-6004,cookie injection,1,,4.8
CVE-2023-6029,directory traversal,2,,7.5
CVE-2023-6037,directory traversal,2,,4.8
CVE-2023-6040,directory traversal,2,,7.8
CVE-2023-6042,directory traversal,2,,7.5
CVE-2023-6048,directory traversal,2,,6.5
CVE-2023-6049,cookie injection,1,,9.8
CVE-2023-6050,directory traversal,2,,6.1
CVE-2023-6064,log forging,3,,7.5
CVE-2023-6066,directory traversal,2,,4.3
CVE-2023-6113,directory traversal,2,,7.5
CVE-2023-6139,directory traversal,2,,6.5
CVE-2023-6140,directory traversal,2,,8.8
CVE-2023-6141,directory traversal,2,,5.4
CVE-2023-6147,log forging,3,,5.7
CVE-2023-6148,log forging,3,,5.7
CVE-2023-6149,log forging,3,,5.7
CVE-2023-6158,cookie injection,1,,6.5
CVE-2023-6161,directory traversal,2,,6.1
CVE-2023-6163,directory traversal,2,,4.8
CVE-2023-6220,directory traversal,2,,8.1
CVE-2023-6223,directory traversal,2,,4.3
CVE-2023-6242,log forging,3,,6.5
CVE-2023-6244,log forging,3,,6.5
CVE-2023-6266,directory traversal,2,,7.5
CVE-2023-6270,log forging,3,,7
CVE-2023-6271,directory traversal,2,,7.5
CVE-2023-6316,directory traversal,2,,9.8
CVE-2023-6338,directory traversal,2,,7.8
CVE-2023-6339,directory traversal,2,,10
CVE-2023-6369,directory traversal,2,,5.4
CVE-2023-6383,log forging,3,,7.5
CVE-2023-6421,directory traversal,2,,7.5
CVE-2023-6436,directory traversal,2,,9.8
CVE-2023-6446,cookie injection,1,,4.4
CVE-2023-6476,log forging,3,,6.5
CVE-2023-6485,directory traversal,2,,5.4
CVE-2023-6493,log forging,3,,4.3
CVE-2023-6496,directory traversal,2,,5.3
CVE-2023-6498,cookie injection,1,,4.4
CVE-2023-6504,directory traversal,2,,4.3
CVE-2023-6505,directory traversal,2,,7.5
CVE-2023-6506,directory traversal,2,,4.3
CVE-2023-6520,log forging,3,,4.3
CVE-2023-6524,cookie injection,1,,6.4
CVE-2023-6528,directory traversal,2,,8.8
CVE-2023-6529,directory traversal,2,,6.1
CVE-2023-6532,log forging,3,,8.8
CVE-2023-6540,directory traversal,2,,6.5
CVE-2023-6552,directory traversal,2,,6.1
CVE-2023-6555,xss,7,,6.1
CVE-2023-6556,rce,5,,5.4
CVE-2023-6558,directory traversal,2,,7.2
CVE-2023-6561,cookie injection,1,,6.4
CVE-2023-6567,directory traversal,2,,9.8
CVE-2023-6582,directory traversal,2,,5.3
CVE-2023-6583,directory traversal,2,,6.6
CVE-2023-6594,cookie injection,1,,4.4
CVE-2023-6598,rce,5,,4.3
CVE-2023-6600,cookie injection,1,,8.6
CVE-2023-6620,cookie injection,1,,7.2
CVE-2023-6621,directory traversal,2,,6.1
CVE-2023-6623,directory traversal,2,,9.8
CVE-2023-6624,cookie injection,1,,4.9
CVE-2023-6627,xss,7,,6.1
CVE-2023-6629,log forging,3,,6.1
CVE-2023-6630,directory traversal,2,,4.3
CVE-2023-6631,directory traversal,2,,7.5
CVE-2023-6632,cookie injection,1,,6.1
CVE-2023-6634,directory traversal,2,,8.1
CVE-2023-6636,directory traversal,2,,7.2
CVE-2023-6637,directory traversal,2,,6.5
CVE-2023-6638,directory traversal,2,,6.5
CVE-2023-6645,cookie injection,1,,6.4
CVE-2023-6683,log forging,3,,6.5
CVE-2023-6684,cookie injection,1,,6.4
CVE-2023-6693,directory traversal,2,,4.9
CVE-2023-6699,directory traversal,2,,9.1
CVE-2023-6733,directory traversal,2,,6.5
CVE-2023-6735,directory traversal,2,,8.8
CVE-2023-6737,cookie injection,1,,4.7
CVE-2023-6738,cookie injection,1,,5.4
CVE-2023-6740,directory traversal,2,,8.8
CVE-2023-6742,directory traversal,2,,4.3
CVE-2023-6747,cookie injection,1,,6.4
CVE-2023-6751,directory traversal,2,,7.3
CVE-2023-6776,cookie injection,1,,6.4
CVE-2023-6781,cookie injection,1,,6.4
CVE-2023-6782,cookie injection,1,,6.4
CVE-2023-6788,log forging,3,,5.4
CVE-2023-6798,log forging,3,,5.4
CVE-2023-6801,log forging,3,,6.4
CVE-2023-6828,cookie injection,1,,7.2
